Sigla	Disciplina	TPI	Recomendação	Ementa	Bibliografia Básica	Bibliografia Complementar
ESTB017-13	Introdução à Física Médica	3-1-4	Fenômenos Eletromagnéticos	Radiologia: física das radiações, proteção radiológica, dosimetria, efeitos biológicos, radioterapia, radiobiologia; Medicina nuclear: princípios de funcionamento; principais técnicas de diagnóstico - cintilografia, PET-CT, SPECT; efeitos nos tecidos biológicos; Ressonância magnética nuclear: princípios de funcionamento; propriedades; efeitos nos tecidos biológicos; aplicações em ciências da vida; Ultrassonografia: princípios de funcionamento; propriedades; efeitos nos tecidos biológicos; aplicações em ciências da vida.	"EISBERG, R. M.; RESNICK, R. Física Quântica. São Paulo: Editora Campus, 9ª. Ed., 1994.
OKUNO, E.; CALDAS, I.L.; CHOW,C. Física para ciências biológicas e biomédicas - São Paulo: Harbra, 1986.
OKUNO, E. Radiação: Efeitos, Riscos e Benefícios. São Paulo: Harbra, 1998."	"BRONZINO, J. D.; Biomedical Engineering Handbook. New York: CRC Press, 1999.
BUSHBERG, J. T.; et al. The essential of medical imaging. Philadelphiia, LWW, 2002.
ERNST, R. R.; Bodenhausen, G.; Wokaun, A. Principles of nuclear magnetic ressonance in one and two dimensions. Oxford: Oxford University Press, 2003.
GARCIA, E. A. C.; Biofísica. São Paulo: Sarvier, 2002."
NHZ3026-15	Introdução à Física Nuclear	4-0-4	BCN407-15 Funções de várias variáveis; NHT3072-15 Mecânica Quântica I	1) Introdução: Descoberta do núcleo 2) Forças nucleares e partículas elementares; 3) Propriedades nucleares: raio, densidade de carga e fator de forma; 4) Energia de ligação e fórmula semi-empírica; 5) Modelos nucleares: da gota líquida, do gás de Fermi, de camadas e coletivo; 6) Estados excitados; 7) Lei dos decaimentos radioativos; 8) Teorias dos decaimentos alfa, beta, gama e outros processos; 9) Reações nucleares e ressonâncias; 10) Interações da radiação com a matéria; 11) Fissão nuclear, reação em cadeia, física de reatores; 12) Fusão nuclear e nucleossíntese estelar; 13) Detectores; 14) Radioproteção e efeitos biológicos das radiações.	"1- CHUNG, K. C.. Introdução à fisica nuclear. Rio de Janeiro: Eduerj, 2001. 286 p.
2- KRANE, Kenneth S. Introductory nuclear physics. Massachusetts: John Wiley and Sons, 1987. 845 p. 3- Física Quântica, R. Eisberg & R. Resnick, Ed. Campus (1979);"	"1-W. R. LEO, Techniques for Nuclear and Particle Physics Experiments, Springer-Verlag (1987);
2-WILLIAMS, William S. C. Nuclear and particle physics. 1994. 385 p.
3-H. SCHECHTER, Introdução à Física Nuclear, Ed. UFRJ (2007);
4- BLATT, J. M.; WEISSKOPF, V. F. Theoretical nuclear physics, New York: John Wiley, 1952.
5- LAMARSH, John R; BARATTA, Anthony J. Introduction to nuclear engineering. 3 ed. Reading, Mass: Addison-Wesley, 1983. 689 p.
6- MAYER-KUCKUK, Theo. Física nuclear. 4 ed. 1993. 482 p.
7- POVH, Bogdan et al. Particles and nuclei: an introduction to the physical concepts. 5 ed. Berlin: Springer-Verlag, 2006. 390 p."
MCTC014-13	Introdução à Inferência Estatística	3-1-4	Introdução à Probabilidade e à Estatística	Intervalos de Confiança: Média; Desvio-padrão; Proporção; Mediana. Testes de hipótese: Fundamentos do teste de Hipótese; Testes sobre uma amostra: médias, proporções e variâncias; Inferências com base em duas amostras: Inferências sobre duas amostras: amostras dependentes; Inferências sobre duas amostras: amostras independentes; Comparação de duas variâncias; Inferências sobre duas proporções; Correlação e regressão: Correlação; Testes de hipótese para a correlação; Regressão pelo método de mínimo quadrados; Intervalos de Variação e Predição; Regressão Múltipla. Experimentos multinomiais e tabelas de contigência: Testes de aderência; Testes de independência; Testes de homogeneidade. ANOVA: ANOVA de um critério; ANOVA de dois critérios; Introdução a ANOVA com medidas repetidas. Estatística não paramétrica: Testes de normalidade; Teste dos Sinais; Teste de Wilcoxon; Teste de Mann-Whitney; Teste de Kruskal-Wallis; Correlação de Spearman.	"Magalhães, M.N. e Lima, A.C.P. Noções de probabilidade e estatística. Editora EDUSP, 2008.
Elian, S.N.. Estatística Básica. Ed. LTCE, 2008.
Bussab, W.O. e Morettin, P.A. Estatística Básica. Editora: Saraiva. 7ª Ed., 2011."	"Bolfarine, H.; Sandoval, M.C. INTRODUÇÃO À INFERÊNCIA ESTATÍSTICA.
BOX, G.; HUNTER, W. G.; HUNTER, J. S. Statistics for Experimenters: Design, Innovation, and Discovery
ROHATGI, V. K et al. An introduction to probability and statistics. New York, USA: Wiley, c2001.
Wilcox, Rand R. Basic statistics : understanding conventional methods and modern insights. 2009
DURBIN, Richard. Bioestatística : principios e aplicações. 1998.
Garfield, Joan B.  Developing students statistical reasoning : connecting research and teaching practice. 2008."
NHZ2079-08	Introdução à Lógica	3-0-4	Não há	Contextualização histórica: Enumeração dos principais aspectos do desenvolvimento da Lógica de Aristóteles aos dias atuais. George Boole e a sistematização da Lógica. Escopo da Lógica Contemporânea: Cálculo Sentencial, Cálculo de Ordem Superior, Teoria de Conjuntos, Teoria dos Modelos, Teoria da Recursão, Teoria da Prova. Classificação: lógicas ortodoxas e lógicas heterodoxas. A Lógica Fuzzy e suas aplicações. Conceituação: Raciocínio dedutivo e raciocínio indutivo. Os princípios básicos da Lógica Clássica: Lei da Não-contradição, Lei da Identidade e Lei do Terceiro Excluído. As noções de verdade e falsidade. Cálculo: Tabelas de verdade e as noções de tautologia, contradição e contingência. O Cálculo Sentencial Clássico. Regras de formação e de transformação. Argumentos Válidos e Argumentos Inválidos. Prova indireta. A regra de Redução ao Absurdo. A regra de Reiteração. As leis de De Morgan. Formulação de hipóteses no raciocínio dedutivo. Teorema da Dedução. O Cálculo de Primeira Ordem sem e com igualdade. Lógica Booleana e desenho de circuitos.	MORTARI, Cezar A. Introdução à lógica. São Paulo: Editora da Unesp, 2001. 393 p.	"COPI, Irving M; COHEN, Carl. Introduction to logic. 13ª. ed. Upper Saddle River, N.J: Pearson; Prentice Hall, 2009. 670 p.
CHURCH, Alonzo. Introduction to mathematical logic. Princeton: Princeton university press, 1996. 378 p. (Princeton landmarks in mathematics).
GENSLER, Harry J. Introduction to logic. London: Routledge, 2002. 399 p.
SUPPES, Patrick. Introduction to logic. Mineola, EUA: Dover Publications, 1999. 312 p."
MCZB018-13	Introdução à Modelagem e Processos Estocásticos	3-1-4	Introdução à Probabilidade e à Estatística	Cadeias de Markov. Processos de ramificação. Passeios aleatórios. Processo de Poisson. Cadeias de Markov em tempo contínuo. Fila M/M/1. Teoria da Renovação. Movimento Browniano.	"ROSS, S.M. Introduction to Probability Models. 9a. ed. Academic Press. 2006.
DURRETT, R. Essentials of Stochastic Processes. Springer. 1999.
HAIGH, J. Probability Models. Springer. 2005."	"GRIMMETT R. and STIRZAKER, D.R. Probability and Random Processes. 2a. ed. Oxford Science Publications. 1998.
BHAT, N., MILLER, GK., Elements of Applied Stochastic Processes, Wiley Series in Probability and Statistics, 2002.
CINLAR, E., Introduction to Stochastic Processes, Prentice-Hall, 1975.
KARLIN, S., TAYLOR, H. E., An Introduction to Stochastic Modeling, 3th Edition, Academic Press, 1998"
MCTC002-15	Introdução à Neurociência	4-0-5	Não há	Neuroanatomia celular. Neurofisiologia celular. Transmissão sináptica. Anatomia do cérebro. Visão. Audição. Sensação somática. Controle químico do cérebro. Sistema motor. Motivação. Emoção. Doenças mentais. O sono. O desenvolvimento do cérebro. Linguagem. Aprendizado e memória.	"Bear, M. – Desvandando o Sistema Nervoso, 3 Ed., 2008 
Lent, R. - Cem Bilhões de Neurônios, 2 Ed., 2005 
Purves, D. - Neurociências, 4 Ed., 2010
Kandel, E. Princípios de Neurociências 5a Edição 2014"	"Carlson, N.R. - Fisiologia do Comportamento, 7 Ed., 2002 
Gazzaniga, M.S. - Neurociência Cognitiva, 2 Ed., 2006 
Squire, L. - Fundamental Neuroscience, 3 Ed., 2008 
Lent, R. - Neurociência da mente e do comportamento, 2008 
Lent, R. - Cem Bilhões de Neurônios, 1 Ed., 2005 
Haines, DE. Neurociência fundamental: para aplicações básicas e clínicas / 3 ed. 2006 
Purves, D. - Neuroscience, 4 Ed., 2008"
MCTC021-15	Introdução à Neurociência Computacional	2-2-4	Introdução à Neurociência, Processamento da Informação, Introdução às Equações Diferenciais Ordinárias	Equação de membrana. Teoria de Cabo Linear. Interações sinápticas em árvores dendríticas passivas. O modelo de Hodgkin-Huxley. Correntes dependentes de Cálcio e Potássio. Plasticidade sináptica. Modelos simplificados de neurônios individuais. Modelos de memória associativa e auto-associativa. Aprendizado não-supervisionado. Redes competitivas e categorização. Mapas auto-organizáveis.	"BOWER J. M.  and BEEMAN D., The Book of GENESIS: Exploring Realistic Neural Models with the GEneral NEural SImulation System, Second edition, Springer-Verlag, New York (1998) [Disponível como E-book]
HAYKIN, Simon. Redes neurais: princípios e prática. 2 ed. Porto Alegre: Bookman, 2001. ISBN: 8573077182
ROLLS, Edmund T. Memory, attention, and decision-making: a unifying computational neuroscience approach. Oxford University Press, c2008. ISBN: 978-0199232703"	"TRAPPENBERG, Thomas. Fundamentals of Computational Neuroscience. Oxford University Press, 2 edition, 2010. ISBN: 978-0199568413
STERRATT, David; GRAHAM, Bruce; GILLIES , Andrew. Principles of Computational Modelling in Neuroscience.  Cambridge University Press, 2011. ISBN: 978-0521877954
FAUSETT, Laurene. Fundamentals of neural networks: architectures, algorithms, and applications. Englewood Cliffs, N.J: Prentice-Hall, 1994. ISBN: 978-0133341867
DAYAN, Peter; ABBOTT, L. F. Theoretical neuroscience: computational and mathematical modeling of neural systems. Cambridge, Mass: MIT Press, c2001. ISBN: 978-0262541855
KOCH, Christof. Biophysics of Computation: Information Processing in Single Neurons. Oxford University Press, 1 edition, 2004. ISBN: 978-0195181999"
BIN0406-15	Introdução à Probabilidade e à Estatística	3-0-4	BCN0402-15 - Funções de uma Variável	Princípios básicos de análise combinatória. Definição de probabilidade. Probabilidade condicional e independência. Variáveis aleatórias. Funções distribuição de probabilidades discretas e contínuas. Principais distribuições: de Bernoulli, binomial, de Poisson, geométrica, uniforme, exponencial, normal. Variáveis Aleatórias Independentes. Valor médio e variâncias. Estatística descritiva: estimadores de posição e dispersão. Lei fraca dos Grandes números. Teorema Central do Limite.	"ROSS, S. Probabilidade: Um Curso Moderno com Aplicações, Bookman, 2010.
DANTAS, B. Probabilidade: um curso introdutório, São Paulo: EdUSP, 2008. 252 p. ISBN 9788531403996.
MONTGOMERY, D.C.; HINES, W.W.; GOLDSMAN, D.M.; BORROR, C.M. Probabilidade e Estatística na Engenharia, Rio de Janeiro: LTC, 2006.
MEYER, P. Probabilidade: Aplicações à Estatística, 2000, Editora LTC."	"LARSON, R.; FARBER, B. Estatística aplicada, São Paulo: Pearson Prentice Hall, 2004.
MORETTIN, G. Estatistica basica: probabilidade e inferência, São Paulo, Pearson, 2010.
DEGROOT, H.; SCHERVISH, J. Probability and statistics, Boston, Addison Wesley, 2002.
BERTSEKAS, P; TSITSIKLIS, J. Introduction to Probability Belmont, Athena Scientific.
ASH, R. Basic Probability Theory , Dover, 2008."
MCZA032-14	Introdução à Programação de Jogos	2-2-4	Geometria Analítica; Algoritmos e Estruturas de Dados I; Computação Gráfica	História dos Videogames; Gêneros de Jogos; Revisão dos Conceitos básicos de Computação Gráfica (transformações geométricas, buffers, malhas, texturas, shaders); Game Design: Enredo, Narrativa, Storyboards; Fundamentos de Programação em Jogos; Metodologias de Programação em Jogos Linguagens Compiladas, Interpretadas e Scripts; Engines de Jogos; Arquitetura de Jogos; Física de Jogos; Conceitos Matemáticos, Detecção de Colisão e Resolução; Física em tempo real; Áudio em Jogos; Inteligência Artificial nos Jogos; Animação de personagens.	"Introdução ao Desenvolvimento de Games volumes de 1 à 4 – Tradução da 2ª edição norte-americana – Steve Rabin (editor), Cengage Learning.
Desing de Games – Uma Abordagem Prática - Paul Schuytema, Cengage Learning
Game Architecture and Design - ROLLINGS, Andrew & MORRIS, Dave The Coriolis Group, LLC"	"C# Game Programming Cookbook for Unity 3D Paperback, Jeff W. Murray, A K Peters/CRC Press. 2014.
Beginning 3D Game Development with Unity 4: All-in-one, multi-platform game development, Sue Blackman, Apress; 2 ed., 2013.
Unity 2D Game Development Paperback, Dave Calabrese, Packt Publishing, 2014.
Beginning C++ Game Programing, Michael Dawson, Course Technology PTR, 2006
Como criar personagens inesquecíveis. SEGE, Linda, Bossa Nova, 2006."
ESZP025-13	Introdução à Prospecção Tecnológica	4-0-4	Não há	Parte 1: Fundamentação teórica i) Princípios básicos e conceitos. Parte 2: O papel da prospecção para o pensamento estratégico e a formulação de políticas i) A prospecção na formulação da política de ciência, tecnologia e inovação de longo prazo. Parte 3: O processo de prospecção tecnológica. i) Objetivos; ii) Patrocinadores; iii) Escolhendo os métodos iv) Implementação; v) Resultados; vi) Avaliação.	"AMSTRONG, J.S (ed.) Principles of forecasting: a handbook for researchers and practitioners. Norwell, MA: Kluwer Academic Publishers, 2001.
GEORGHIOU, L. CASSINGENA, J. H, KEENAN, M. MILES, I. POPPER, R..The handbook of technology foresight: concepts and practice. Edward Elgar Publishing. 2009.
MILES, I.; KEENAN, M.; KAIVO-OJA, J. Handbook of knowledge society foresight. Manchester: Prest, 2002."	"AMARA, R.; SALANIK, G. Forecasting: from conjectural art toward science. Technological Forecasting and Social Change, New York, v.3 n.3 1972.
COATES, J.F. Foresight in federal government policymaking. Futures Research Quartely, 1985
GAVIGAN, J. P.; SCAPOLO, F. Matching methods to the mission: a comparison of national foresighting exercises. Foresighting. Cambridge, v. 1, n. 6, 1999.
GODET, M. From anticipation to action – a handbook of strategic prospective. France, UNESCO Publishing, 1993.
JOHNSTON, R. Experiências nacionais de estudos prospectivos: reflexões da Austrália. In: Seminário Internacional sobre Estudos Prospectivos em Ciência e Tecnologia, Brasília, Brasil. Publicado na Revista Parcerias Estratégicas, n. 10, março de 2001.
MILES, I.; Keenan, M.; Kaivo-Oja, J. Handbook of knowledge society foresight. Manchester: Prest, 2002.
NIJSSEN, E.; VAN REDDKUM, R.; HULSHOFF, H. Gathering and using information for the selection of technology partners. Technological Forecasting and Social Change, New York, v.67, 2001.
PORTER, Alan L. et al. Technology futures analysis: towards integration of the field and new methods. Technological Forecasting and Social Change, n.49, 2004.
SANTOS, D.M.; GUIMARÃES, M.C.S.; SILVA, C.H.; COELHO, G.M. Prospecção tecnológica: experiências recentes no Brasil. In: 22nd International Symposium on Forecasting,2002, Dublin.
ZACKIEWICZ, M.; SALLES-FILHO, Sergio. Technological foresight: um instrumento para a política científica e tecnológica. Parcerias Estratégicas, Brasília, n.10, mar.2001."
MCZC004-15	Introdução à Psicolinguística e Neurociência da Linguagem	4-0-4	Psicologia Cognitiva	Principais componentes e natureza da função de linguagem sob uma perspectiva interdisciplinar: Evidências das neurociências (neuroimagem, evidências experimentais e clínicas), psicologia cognitiva (psicolinguística) e da modelagem computacional; Estrutura e processamento de linguagem em diferentes níveis (fonético-fonológico, morfológico, sintático, semântico, pragmático); Desenvolvimento da linguagem e seus distúrbios; Linguagem escrita (origens, modelos de reconhecimento de palavras, compreensão de textos, modelos de processamento da escrita, transtornos do desenvolvimento da leitura e da escrita, dislexias e agrafias adquiridas); Aquisição de segunda língua/multilinguismo; Relação entre linguagem e pensamento; Relação entre linguagem e outras funções cognitivas; Comunicação animal e evolução filogenética da linguagem.	"DEL RÉ, A. Aquisição da Linguagem - Uma Abordagem Psicolingüística. Editora Contexto  (2006)
SPINELLI E, LUDOVIC S. Psicologia da Linguagem: o escrito e o falado, do sinal à significação. Lisboa.  Instituto Piaget (2009)
STEMMER, B.; WHITAKER, H. A. Handbook of the Neuroscience of Language. London: Academic Press, 2008."	"CARROL, D.W. Psychology of Language (fifth edition). Thomson/Wadsworth, 2008. (INGLÊS)
CHEVRIE-MULLER, C. & NARBONA, J. (org). A linguagem da Criança — Aspectos Normais e Patológicos São Paulo: Artmed, 2005
ELLIS, A. W. Reading, Writing and Dyslexia: A Cognitive Analysis. 2a ed. London: Psychology Press, 1993. (INGLÊS)
EYSENCK, M. W.; KEANE, M. T. Manual de Psicologia Cognitiva. Porto Alegre: Artmed, 2007.
Fletcher P, Mcwhinney B, organizadores. Compêndio da linguagem da criança. Porto Alegre: Artes Médicas; 1997.
OBLER, L. K., & GJERLOW, K. (2005). A Linguagem e o cérebro. Lisboa: Instituto Piaget
ORTIZ KZ, editor. Distúrbios Neurológicos Adquiridos: Linguagem e Cognição. 2ª ed. Ed. Manole, Barueri, SP. 2006.
PARENTE, M.A.M.P. Cognição e Envelhecimento. Porto Alegre: Artmed, 2006.
PARENTE, MAMP. Psicologia da Linguagem: da construção da fala às primeiras narrativas. Editora Vetor, 2010.
PINKER, S. Do que é feito o pensamento: A língua como janela para a natureza humana. São Paulo: Companhia das Letras, 2008.
PULVERMÜLLER, F. The Neuroscience of Language: On Brain Circuits of Words and Serial Order.
Cambridge: Cambridge University Press, 2003. (INGLÊS)
RODRIGUES C., Linguagem e Cérebro humano – contribuições interdisciplinares. Editora Penso. (2004)"
ESZB014-13	Introdução à Robótica	2-2-4	Análise e Controle de Sistemas Mecânicos	Esta disciplina tem o objetivo de prover uma visão geral da robótica, abrangendo a transformação de coordenadas, os mecanismos, a cinemática, a dinâmica, e os atuadores, motores e sensores empregados na movimentação do robô.	"SPONG, M. W.; HUTCHINSON, S.; VIDYASAGAR, M.; Robot Modeling and Control. Wiley, 2005. 496p.             
ASADA, H.; SLOTINE, J. J.; Robot Analysis and Control. Wiley-Interscience, 1986. 288p.
CRAIG, J. J.; Introduction to Robotics: Mechanics and Control. 3rd ed. Prentice-Hall, 2004. 408p."	"PONS, J. L.; Wearable Robots:Biomechatronic Exoskeletons. Wiley, 2008. 358p.
PAWLAK, A. M.; Sensors and Actuators in Mechatronics: Design and Applications. 1 ed. CRC Press, 2006. 377p.
CROWDER, R.; Electric Drives and Electromechanical Systems: Applications and Control. Newnes, 2006. 312p."
NHZ4061-15	Introdução a Troca de Calor, Massa e Movimentação de Fluidos	4-0-4	Recomenda-se, fortemente, que o aluno se matricule nessa disciplina, apenas, após ter concluído as disciplinas Funções de uma variável, Fenômenos Mecânicos.	Sistema de Unidades. Introdução a Mecânicas dos Fluidos. Equação de Bernoulli. Tipos de Bombas. Transferência de Calor: Condução, Convecção, Radiação Térmica. Trocadores de Calor. Transferência de Massa: Fluxos Mássicos, Perfis de Concentração, Velocidades. Lei de Fick. Sistemas Particulados. Dinâmica da Partícula Sólida. Escoamento em Meios Porosos Rígidos.	"INCROPERA, F.P.; DEWITT, D.P.; BERGMAN, T.L.; LEVINE, A.S. Fundamentos de Transferência de Calor e Massa. Rio de Janeiro: LTC. 2013. 645 p.
ÇENGEL, Y.A.; GHAJAR, A.J. Transferência de Calor e Massa. Porto Alegre; McGraw Hill e Bookman. 2012. 4 ed. 904 p.
ÇENGEL, Y.A.; CIMBALA, J.M. Mecânica dos Fluidos: Fundamentos e Aplicações. Porto Alegre. McGraw Hill e Bookman. 2007. 816 p."	"BIRD, R.B.; STEWART, W.E.; LIGHTFOOT, E.N.; Fenômenos de Transporte. Rio de Janeiro: LTC. 2004. 2a ed. 838 p.
CREMASCO, M.A. Fundamentos de Transferência de Massa. Campinas:Editora Unicamp. 2002. 2a ed. 729 p."
ESHP012-13	Introdução ao Direito Administrativo	4-0-4	Não há	Princípios do direito público. Atos administrativos. Serviços públicos (administração direita e indireta, agências reguladoras, convênios e consórcios, parcerias público-privadas etc.). Licitação. Servidor Público. Improbidade administrativa.	"JUSTEN FILHO, Marçal. Teoria Geral das Concessões de Serviços Públicos. Editora Dialética, 2003.
MELLO, Celso Antônio Bandeira de. Curso de Direito Administrativo. São Paulo, 2006, Malheiros Editores, 20ª ed.
PIETRO, Maria Sylvia Zanella di. “500 anos de Direito Administrativo brasileiro”, em Revista Eletrônica de Direito do Estado, Salvador, Instituto de Direito Público da Bahia, nº 4, outubro/novembro/dezembro, 2005."	"MONTEIRO, Vera. Licitação na modalidade pregão. São Paulo, Malheiros Editores, 2003.
FERNANDES, Jorge Ulisses Jacoby. Contratação direta sem licitação: modalidades, dispensa e inexigibilidade. Editora Fórum.
GROTTI, Dinorá Adelaide Musetti. “O regime jurídico das empresas estatais”, em Direito Público – Estudos em homenagem ao Professor Adilson Abreu Dallari. Velo Horizonte, editora Del Rey, 2004.
JUSTEN FILHO, Marçal, Comentários à lei de licitações e contratos administrativos. São Paulo, Editora Dialética, 2005.
MARTINS JUNIOR, Wallace Paiva. Probidade Administrativa. São Paulo, Editora Saraiva, 2ª ed. 2002."
ESHP013-13	Introdução ao Direito Constitucional	4-0-4	Introdução ao Direito Constitucional	Constitucionalismo, Classificação das Constituições e Sistemas Constitucionais. Eficácia e aplicabilidade das normas constitucionais. As Constituições Brasileiras. As competências constitucionais dos poderes Legislativo, Executivo e Judiciário e a relação entre os Poderes. Federalismo e relação jurídica entre entes federados. O controle da constitucionalidade das leis no Brasil.	"ALMEIDA, Fernanda Dias Menezes de. Competências na Constituição de 1988. São Paulo: Atlas, 2005.
BONAVIDES, Paulo. Curso de direito constitucional. São Paulo: Malheiros, 2002.
CANOTILHO, José Joaquim Gomes. Direito constitucional e teoria da Constituição. Coimbra: Almedina, 2002.
KELSEN, Hans. Teoria geral do direito e do Estado. São Paulo: Martins Fontes, 2000.
LOPES, José Reinaldo L. Direitos Sociais – Teoria e Prática. Editora Método, 2006.
MENDES, Conrado H. Controle de Constitucionalidade e Democracia. Campus Editora, 2007."	"BANDEIRA DE MELLO, Celso Antônio. Discricionariedade e Controle Jurisdicional. Malheiros Editores, 2006.
BARROSO, Luís Roberto. Interpretação e aplicação da Constituição. São Paulo: Saraiva, 2006.
KELSEN, Hans. Teoria geral do direito e do Estado. São Paulo: Martins Fontes, 2000.
KELSEN, Hans. Jurisdição constitucional. São Paulo: Martins Fontes, 2003.
SCHMITT, Carl. Teoría de la Constitución. Madrid: Alianza, 1992.
SILVA, José Afonso. Curso de direito constitucional positivo. São Paulo: Malheiros, 2007."
ESHR011-13	Introdução ao Estudo do Direito	4-0-4	Não há	Origem e conceituação do Direito. Fontes do Direito. Sujeitos do Direito. Sistemas jurídicos e disciplinas jurídicas. Relação do Direito com a Ética, a Política e a Economia. O papel do Direito no Estado e o papel do Direito na Comunidade Internacional. Constituição: conceito e formação. As Constituições e as Relações Internacionais. Nacionalidade, cidadania e estatuto do estrangeiro. Descrição dos principais sistemas jurídicos e a sua relação com o sistema internacional (anglo-saxão, romano-germânico, muçulmano, africanos e orientais).	"DALLARI, D. de A. Elementos de Teoria Geral do Estado. São Paulo: Saraiva, 2005.
DANTAS, I. Direito Constitucional Comparado: Introdução, Teoria e Metodologia. Rio de Janeiro: Editora Renovar, 2006.
FARO DE CASTRO, M. Formas Jurídicas e Mudança Social. São Paulo: Saraiva, 2012.
FRANCO MONTORO, A. Introdução à Ciência do Direito. São Paulo: Revista dos Tribunais, 2004.
SILVA, J. A. Curso de Direito Constitucional Positivo. São Paulo: Malheiros Editora, 2010."	"ALBUQUERQUE MELLO, C. D. Direito Constitucional Internacional. Rio de Janeiro: Editora Renovar, 2000.
DUGUIT, L. Fundamentos do Direito. São Paulo: Ícone, 1996.
HABERMAS, J. Direito e Democracia: entre facticidade e validade. v. 1. v. 2. Rio de Janeiro: Tempo Brasileiro, 1997.
FOUCAULT, M. A verdade e as formas jurídicas. Rio de Janeiro : NAU, 1996. HART, H. L. A. O Conceito de Direito. Lisboa: Fundação Calouste Gulbenkian, 2011.
KELSEN, H. Teoria Geral do Direito e do Estado. 2. ed. São Paulo: Martins Fontes, 1992.
NEGRI, A. O poder constituinte: ensaio sobre as alternativas da modernidade. Rio de Janeiro: DP&A, 2002.
PERELMAN, C. Ética e Direito. São Paulo: Martins Fontes, 1996. RAWLS, J. Uma teoria da justiça. São Paulo: Martins Fontes, 1997. REALE, M. Lições Preliminares de Direito. São Paulo: Saraiva, 2002.
SALDANHA, N. J. O poder constituinte. São Paulo: Revista dos Tribunais, 1986."
ESZI015-13	Introdução ao Processamento de Sinais de Voz, Áudio e Acústicos	3-1-4	Processamento Digital de Sinais	Fundamentos de Sinais de Voz e Áudio; Elementos de Acústica; Predição Linear; Fundamentos de Áudio Digital; Gravação e Reprodução de Áudio Digital; Noções de Psicoacústica; Noções de Codificação de Voz e de Áudio; A Voz Humana Falada e Cantada; Noções de Acústica Musical.	"ROSSING, T. D. (org.); Springer Handbook of Acoustics, New York: Springer Science, 2007.
POHLMANN, K. C.; Principles of Digital Audio, 5th ed., New York: McGrawHill, 2005.
DELLER Jr., J. R.; PROAKIS, J. G.; HANSEN, J. H. L.; Discrete-Time Processing of Speech Signals, New York: IEEE, 1997."	"BISTAFA, S. R.; Acústica Aplicada ao Controle de Ruído, São Paulo: Edgard Blücher, 2006.
ROBIN, M.; POULIN, M.; Digital Television Fundamentals, Design and Installation of Video and Audio Systems, 2nd Ed., New York: McGrawHill, 2000.
WILLIAMS, E. A. (ed.); National Association of Broadcasters Enginnering Handbook, 10th Ed., Massachusetts: Focal, 2007.
MARKEL, J. D.; GRAY, A. H.; Linear Prediction of Speech, 3rd Ed., New York : Springer, 1976.
WILLINSTON, K. (ed.); Digital Signal Processing, World Class Designs, Oxford:  Newnes-Elseiver, 2009."
ESTA015-13	Introdução aos Processos de Fabricação	3-1-4	Sistemas CAD/CAM	Introdução a materiais e a dimensionamento; processamento de materiais; processos de fundição, processos de sinterização, processos de conformação plástica, construção de moldes e matrizes; processos de usinagem, controle numérico e centros de usinagem; tratamento térmico e de superfícies; novos materiais e processos; manufatura de placas de circuito impresso (usinagem química, eletroquímica, eletro-erosão); planejamento das necessidades de materiais (MRP); planejamento e controle da produção (PCP); estratégias de produção; dinâmica e flexibilidade de processos de manufatura; efeitos ambientais das atividades de manufatura.	"CALLISTER, William D. Materials science and engineering: an introduction. 7 ed. New York: John Wiley & Sons, 2007. 721, I22 p.
HELMAN, Horacio; CETLIN, Paulo Roberto. Fundamentos da conformação mecânica dos metais. 2 ed. São Paulo: Artliber,  2005. 263 p.
KALPAKJIAN, Serope; SCHMID, Steven R. Manufacturing engineering and technology. 6 ed. New York: Pearson/Prentice Hall, 2010. 1176 p."	"CHIAVERINI, Vicente. Tecnologia mecânica: estrutura e propriedades das ligas metálicas. 2.ed. São Paulo: Makron Books: Pearson Education, 1986. v. 1. 266 p.
DINIZ, A. E.; MARCONDES, F. C.; COPPINI, N. L. Tecnologia da Usinagem dos Metais. São Paulo: Artliber,  2002. 244 p.
HALEVI, Gideon. Process and operation planning. Dordrecht: Kluwer Academic Publishers, 2003.  335 p.
REMBOLD, U.; NNAJI, B. O.; STORR, A. Computer integrated manufacturing and engineering. Addison Wesley Longman, 1996.
WAINER, Emílio; BRANDI, Duarte Sérgio; MELLO, Fábio Décourt Homem de (cords.). Soldagem: processos e metalurgia. 2 ed. São Paulo: Edgard Blücher,  1992. 494 p."
