SIGLA	DISCIPLINA	TPI	RECOMENDAÇÃO	EMENTA	BIBLIOGRAFIA BÁSICA	BIBLIOGRAFIA COMPLEMENTAR
ESZG012-17	Projetos Industriais	2-2-6	Desenvolvimento Integrado do Produto; Elaboração, Análise e Avaliação de Projetos	Conceito de projeto, parâmetros, tipos e ciclo de vida; gestão de projetos, requisitos e perfil do gestor; planejamento do projeto: objetivo, atividades, recursos e orçamento; administração de contratos; projeto de uma fábrica.	"PAWLG, G.; Projeto na Engenharia. São Paulo: Edgard Blücher, 2005.
VALERIANO, D. L.; Moderno Gerenciamento de Projetos. São Paulo: Prentice Hall, 2005. ISBN: 8576050390.
KERZNER, H.; Gestão de Projetos: as melhores práticas. São Paulo: Bookman, 2002."	"MARTINS, P. G.; LAUGENI, F. P.; Administração da Produção. São Paulo: Saraiva, 2005. ISBN: 8502046160.
KOTLER, P. Administração de marketing. São Paulo: Prentice Hall, 2000.
MEREDITH, Jack R; MANTEL JR., Samuel J. Administração de projetos: uma abordagem gerencial. Rio de Janeiro: LTC, 2003. ISBN 9788521613695.
CASAROTTO FILHO, N. Elaboração de projetos empresariais: análise estratégica, estudo de viabilidade e plano de negócios. São Paulo: Atlas, 2009.
FONSECA, J. W. F. Elaboração e análise de projetos. São Paulo: Atlas, 2012."
ESZI039-17	Propagação e Antenas	3-1-4	Ondas Eletromagnéticas Aplicadas	Elementos de um Sistema de Rádio Propagação; Fenômenos de Propagação; Modelo de Propagação em Espaço Livre; Propagação em Espaço Semi-Livre; Modelo de Propagação Urbana; Propagação em Micro-ondas; Conceitos Básicos de Antenas: Principais Características e Propriedades Elétricas, Principais Tipos, Estudo de Radiadores Simples, Impedância de Antenas Lineares Finas, Teoria das Redes Lineares, Antenas de Abertura, Antenas com Refletores, Antenas Receptoras, Medidas em Antenas.	"BALANIS, C. A. Antenna Theory – Analysis and Design, John Wiley & Sons, 3a Ed., 2005.
KRAUS, J. D.; MARHEFKA, R. J. Antenna for all Applications, McGraw-Hill, 3a Ed., 2001.
RIBEIRO, J. A. J. “Propagação das Ondas Eletromagnéticas – Princípios e Aplicações”, Érica, 2004."	"BALANIS, C. A. Antenna Theory – Analysis and Design, John Wiley & Sons, 3a ed., 2005.
BALANIS, C. A. Modern Antenna Handbook, Wiley, 2008.
CHRISTODOULOU, C. G. “Fundamentals of Antennas”, SPIE Publications, 2001.
RUSSER, P. “Electromagnetics, Microwave Circuit and Antenna Design for Communication Engineering”, 2ª ed, Artech-House, 2006.
SAUDERS, S. “Antennas and Propagation for Wireless Communications”, 2a ed., John Wiley, 2007."
ESTG025-17	Propriedade Intelectual	4-0-4	Ciência, Tecnologia e Sociedade	Evolução histórica do direito da propriedade intelectual e a ideia da difusão do conhecimento; direito industrial e interesse público; direito industrial e direito da concorrência; patentes: limites ao seu reconhecimento; licenciamento voluntário e compulsório; a proteção do conhecimento tradicional; indicação geográfica; modelo de utilidade; direitos autorais; marcas registráveis; cultivares; desenhos industriais: desenhos registráveis; sistema patentário internacional; a propriedade intelectual e o conhecimento.	"BARBOSA, D. B. Uma introdução à propriedade intelectual, 2ª ed. Lumen Juris: Rio de Janeiro, 2003.
BARCELLOS, M. L. L.; Propriedade intelectual e constituição. Porto Alegre: Livraria do Advogado, 2007. ISBN: 857348950.
SOARES, J. C. T. Tratado da propriedade industrial; São Paulo: Jurídica Brasileira, 2004."	"SILVEIRA, N. Propriedade intelectual: propriedade industrial; direito de autor; software; cultivares. Barueri: Manole, 2005.
PIMENTEL, L. O.; Propriedade intelectual e universidade: aspectos legais. Florianópolis: Fundação Boiteux, 2005.
GORDON, T. T.; COOKFAIR, A. S. Patent Fundamentals: for scientists and engineers. 2 ed.. Boca Raton: Lewis Publishers, 2000. 157 p. ISBN 9781566705172.
PIMENTA, E.; PIMENTA, R. C. Dos crimes contra a propriedade intelectual. 2 ed. São Paulo: Editora Revista dos tribunais, 2005. ISBN 9788520327890.
IACOMINI, V. Propriedade intelectual e biotecnologia. Curitiba: Juruá, 2008."
ESTM011-17	Propriedades Elétricas, Magnéticas e Ópticas	4-0-4	Ciência dos Materiais	Introdução a propriedades físicas de materiais; Introdução aos materiais ópticos; Modelos de Lorentz, Drude e Tauc-Lorentz; Absorção interbanda: semicondutores e aplicações em fotodetectores; Excitons: princípios, comportamentos em campos elétricos e magnéticos; Luminescência: fotoluminescência, eletroluminescência, aplicações; Fibra óptica e óptica não linear (FWM, BBS, dispersão cromática, dispersão por polarização); Características de materiais metálicos, semicondutores e isolantes; Dispositivos semicondutores: junções PN, Schotky, fotodetectores, LED, lasers de estado solido; Propriedades de Materiais Metálicos, semicondutores e supercondutores: Condução elétrica; semicondutividade; condução elétrica em cerâmicas iônicas e polímeros; Comportamento dielétrico; Piezeletricidade, Piroeletricidade e Ferroeletricidade; Propriedades de materiais magnéticos: Origem elétrica (elétron em movimento) no átomo; Diamagnéticos e Paramagnéticos; Ferri/ferromagnéticos e Anti-ferromagnéticos. Dispositivos: gravadores HD.	"KITTEL, C.; Introdução a física do estado solido. ed. LTC, 8a edição, 2006.
REZENDE, S. M.; Materiais e dispositivos eletrônicos. São Paulo: Livraria da Física Editora, 2004.
KASAP, S. O.; Principles of electronic materials and devices. 3rd . ed. Boston, McGraw-Hill, 2006.
ASHCROFT, N.W.; MERMIN, N. D.; Solid State Physics. Saunders College Publishers, 1976"	"FOX, M.; Optical Properties of Solids. Oxford University Press, 2003.
KASAP, S.O.; Optoelectronics and photonics: principles and practices. New York: Prentice Hall, 2001.
SUTTON, A.P.; Electronic structure of materials, Oxford University Press, 1993.
TURTON, R. The Physics of Solids. Oxford, GBR. Oxford University Press, 2000. 
MYERS, H.P.; Introductory solid state physics. 2 ed. Boca Raton: CRC Press, 2002."
NHZ3085-15	Propriedades Magnéticas e Eletrônicas	2-2-4	Mecânica Quântica I; Estado Sólido	Campo magnético; Magnetização e momentos magnéticos; Magnetismo em materiais: diamagnéticos, paramagnético, ferromagnético, antiferromagnético, ferrimagnético e superparamagnéticos. Supercondutividade. Materiais dielétricos e ferroelétricos; Sistemas de baixa dimensionalidade. Experimentos envolvendo tais propriedades físicas.	"1-BLAKEMORE, J S. Solid state physics. 2 ed. Cambridge: Cambridge University Press,1985. 506p.
2-KITTEL, Charles. Introdução a física do estado solido. 8 ed. Rio de Janeiro: LTC, 2006. 578 p.
3-O'HANDLEY, Robert C. Modern magnetic materials: principles and applications. New York: Wiley, 2000. 740 p."	"1- ASHCROFT, Neil W; MERMIN, N.David. Solid state physics. Singapore: Brooks/Cole: Thomson, 1976. 826 p.
2- HOFMANN, P. Solid state physics: an introduction. Hoboken: Jophn Wiley & Sons, 2011. 419p.
3- MYERS, H P. Introductory solid state physics. 2 ed. Boca Raton: CRC Press, 2002. 511 p.
4- PPMS. Physical property measurement system. (Apostila).
5- ZIMAN, J. M. Principles of the theory of solids. 2 ed. Cambridge: University Press, 1972. 435 p."
ESTM010-17	Propriedades Mecânicas e Térmicas	3-1-4	Fenômenos Térmicos; Ciência dos Materiais	Principais propriedades térmicas dos materiais e sua relação com a microestrutura. Transições de fase, temperaturas de transição, capacidade calorífica e condução de calor. Caracterização térmica de materiais. Relação entre as propriedades mecânicas de materiais com suas características mecânicas. Caracterização mecânica dos materiais. Mecânica de fratura.	"MEYERS, M.A.; CHAWLA, K.K.; Mechanical behavior of materials, Editora Cambridge University Press; 2nd Edition, 2009.
SHINDÉ, Subhash L.; GOELA, Jitendra S. (Ed.). High Thermal Conductivity Materials. [S.l.: s.n.]. XVIII, online resource. ISBN 9780387251004. Disponível em: <http://dx.doi.org/10.1007/b106785>.
GARCIA, A.; SPIM, J.A; SANTOS, C. A.; Ensaios dos materiais. Rio de Janeiro: LTC, 2000."	"SIRDESHMUKH, D. B.; SIRDESHMUKH, L.; SUBHADRA, K. G. Micro- and Macro-Properties of Solids: Thermal, Mechanical and Dielectric Properties. [S.l.: s.n.]. XVII, online resource. (Materials Science, 80). ISBN 9783540317869. Disponível em: <http://dx.doi.org/10.1007/3- 540-31786-4>.
HOSFORD, W. F.; Mechanical behavior of materials, Cambridge University Press 2nd Edition, 2010.
ASHBY, M.F.; JONES, D.R.H.; Engenharia de Materiais – Vol. 1 – Uma Introdução a Propriedades, Aplicações e Projeto – Editora Campus-Elsevier; 1ª. Edição; 2007.
DOWLING, N. E., Mechanical behavior of materials: engineering methods for deformation, fracture and fadigue, Prentice Hall, 2007.
CALLISTER, W.D.; Ciência e Engenharia de Materiais: Uma Introdução, Editora LTC -7a Edição, 2008.
SHACKELFORD, J.F.; Introduction to Materials Science for Engineers; Prentice Hall; 6th Edition, 2004.
SOUZA, S.A.S.; Ensaios Mecânicos de Materiais Metálicos, Editora Edgard Blücher, 5ª Edição, 2000."
ESZS033-17	Propulsão Aeroespacial Não-Convencional	4-0-4	Sistemas de Propulsão I	Pesquisa básica e tecnologias associadas aos sistemas de propulsão aeroespacial não- convencionais.	"BRUNO, C.; ACCETURA A. Advanced Propulsion Systems and Technologies Today to 2020. Reston, VA: AIAA, 2008. (Progress in astronautics and aeronautics, 233).
TAJMAR, M. Advanced Space Propulsion Systems. New York: Springer, 2004.
MILLIS, M. G.; DAVIS, E. W. Frontiers of Propulsion Science. Reston, VA: AIAA, 2009."	"VULPETTI, G.; JOHNSON, L; GREGORY, L. M. Solar Sails: A Novel Approach to Interplanetary Travel. New York, Springer, 2008.
EDGAR CHOUEIRI, Physics of Plasma Propulsion, New York: CRC Press, 2009.
MYRABO, L. N., LEWIS, J. S. Lightcraft Flight Handbook LTI-20: Hypersonic Flight Transport for an Era Beyond Oil, Burlington, CA: Collector's Guide Publishing, 2009.
CHOUEIRI, E. Physics of Plasma Propulsion. New York: CRC Press, 2009.
JOHN, R. G. Physics of Electric Propulsion. New York: Dover Publications, 2006.
BRUNO, C.; CZYSZ, P. A. Future Spacecraft Propulsion Systems: Enabling Technologies for Space Exploration. 2. ed. New York, Springer, 2009."
ESZE076-17	Proteção de Sistemas Elétricos de Potência	4-0-4	Sistemas de Potência II	Definições básicas e elementos de proteção; Diagramas esquemáticos de sistemas de controle e proteção; Transformadores de corrente e potencial; Cálculos de correntes de curto- circuito; Proteção de linhas; Proteção de transformadores; Proteção de barras; Proteção de motores e geradores; Proteção contra surtos; Influência do sistema de proteção nos critérios de planejamento e investimentos em sistemas elétricos; Introdução aos relés numéricos e algoritmos utilizados.	"COURY, D. V.; OLESKOVICZ, M.; GIOVANINI, R.. Proteção Digital de Sistemas Elétricos de Potência: Dos Relés Eletromecânicos aos Microprocessados Inteligentes, EPUSP, 2008.
BLACKBURN, J. Lewis; DOMIN, Thomas J.. Protective Relaying: Principles and Applications, Fourth Edition, CRC Press, 2014.
MAMEDE FILHO, J.. Proteção de Sistemas Elétricos de Potência, LTC, 8ª Edição, 2012."	"MASON, C.R.. The Art & Science of Protective Relaying. General Electric, 1956.
HOROWITZ S.H.; PHADKE A.G.. Power System Relaying, Wiley, 4.ed., 2014.
PHADKE A.G., THORP J.S.. Computer Relaying for Power Systems, Wiley, 2.ed., 2009.
ANDERSON, P.M.. Power System Protection, Wiley-IEEE Press, 1998.
JOHNS, A.T.; SALMAN, S.K.. Digital Protection for Power System, England, Peter Peregrinus Ltd, 1997."
MCTC011-15	Psicologia Cognitiva	4-0-4	Não há	Introdução à psicologia cognitiva (como são estudados e entendidos processos cognitivos básicos e processos mentais de ordem superior no campo da psicologia cognitiva); Neurociência cognitiva (relação entre mente e cérebro); Percepção; Atenção e consciência; Memória; Representação mental da informação e organização do conhecimento; Linguagem; Resolução de problemas e criatividade; Raciocínio e tomada de decisão; Raciocínio matemático; Emoção e motivação (como estados afetivos influenciam processos cognitivos); Inteligência humana e artificial; Desenvolvimento Cognitivo.	"Sternberg, RJ. Psicologia Cognitiva. Editora Artmed - Porto Alegre: 5ª edição, 2010.
Matlin, MW. Psicologia Cognitiva. Editora: LTC, 5a edição, 2004.
Keane, MT; Eysenck, MW. Manual de Psicologia Cognitiva. Editora Artmed - Porto Alegre: 5ª edição, 2007.
Anderson, John R. Psicologia cognitiva e suas implicações experimentais. Editora: LTC: 5ª edição, 2007."	"Baddeley A, Anderson M, Eysenck. Memória. Porto Alegre: Artmed 2011.
Francis, G. et al. Coglab on a CD. Stanford, USA: Cengage Learning, 2008.
Gazzaniga, MS.; Heatherton, TF. Ciência psicológica: mente, cérebro e comportamento. Porto Alegre: Artmed, 2005.
Goldstein, EB. Cognitive psychology. Wadsworth, USA: Cengage Learning, 3a edição, 2011.
Tommasi, L. Cognitive biology : evolutionary and developmental perspectives on mind, brain, and behavior. Cambridge, USA: MIT Press, 2009."
MCTC020-15	Psicologia Experimental	2-4-4	Psicologia Cognitiva	História de psicologia experimental; Aspectos gerais de estudos em psicologia experimental; Metodologia experimental; Aspectos éticos na psicologia experimental; Instrumentos e métodos comportamentais em humanos; Instrumentos e métodos comportamentais em animais; Psicofísica; Paradigmas de pesquisa em sensação, atenção, aprendizagem, memória, motivação e emoção; Condicionamento; Introdução à psicologia experimental social. Aulas práticas em planejamento e execução de experimentos comportamentais e uso de equipamentos, instrumentos e software.	"COZBY, P. C. Métodos de Pesquisa em Ciências do Comportamento. São Paulo: Atlas, 2003.
KANTOWITZ, B. H.; ROEDIGER III, H. L.; ELMES, D. G. Psicologia Experimental: Psicologia para compreender a pesquisa em psicologia. Tradução da 8ª edição norte-americana. São Paulo: Thomson,
2006.
CARLSON, N. R. Fisiologia do Comportamento. São Paulo: Manole, 2002."	"American Psychological Association. Manual de Publicação da APA. Porto Alegre: Penso – Artmed, 2012.
KINGDOM, F. A. A.; PRINS, N. Psychophysics: A Practical Introduction. London: Academic Press, 2009.
MYERS, D. G. Psicologia. Rio de Janeiro: LTC, 2012.
MYERS, D. G. Explorando a psicologia. Rio de Janeiro: LTC, 2003.
SENIOR, C.; RUSSELL, T.; GAZZANIGA, M., editores. Methods in Mind. Boston, MA: The MIT Press, 2009.
LOMBARD-PLATET, V. L. V.; WATANABE, O. M.; CASSETARI, L. Psicologia Experimental: Manual Teórico e Prático de Análise do Comportamento. São Paulo: Edicon, 2003."
ESZE073-17	Qualidade da Energia Elétrica	4-0-4	Introdução aos Sistemas Elétricos de Potência	Introdução à qualidade de energia elétrica; Termos e definições; Tipos de distúrbios; Variações de tensão de curta duração; Variações de tensão de longa duração; Transitórios; Harmônicos.	"ROBBA, J. E.; KAGAN, N.; SCHMIDT, H. P. Estimação de Indicadores de Qualidade da Energia Elétrica. 1ª Edição. Editora Edgard Blücher. 2010.
LOPEZ, R. A. QUALIDADE NA ENERGIA ELÉTRICA. 2ª Edição. Editora Artliber. 2013.
LEÃO, R. P. S.; ANTUNES, F. L. M.; SAMPAIO, R. F. Harmônicos em Sistemas Elétricos. 1ª ed. Rio de Janeiro. Editora Elsevier. 2014."	"DUGAN, R. C.; GRANAGHAN, M. F.; BEATY, H. W.; Electrical Power Sytems Quality, 3rd Edition, McGraw-Hill 2002.
BAGGINI, A. Handbook of Power Quality. John Wiley & Sons, Ltd. 2008.
DAS, J.C. Transients in Electrical Systems: Analysis, Recognition, and Mitigation. McGraw-Hill. 2010.
BOLLEN, M. H. Understanding Power Quality Problems: Voltage Sags and Interruptions. Wiley- IEEE Press. 2013.
RIBEIRO, P. F. (Editor). Time-Varying Waveform Distortions in Power Systems. Wiley-IEEE Press. 2009.
VISACRO FILHO, S. ATERRAMENTOS ELETRICOS. 1ª Edição. Editora Artliber. 2012.
CANIZARES, C.; GÓMEZ-EXPÓSITO, A. ; CONEJO, A. S. Sistemas de Energia Elétrica-Análise e Operação. 1ª Edição. Editora LTC. 2011."
ESZB011-17	Qualidade de Imagens Médicas	2-2-4	Princípios de Imagens Médicas; Métodos Matemáticos aplicados a Sistemas Biomédicos	Limitações nos sistemas de formação de imagem médica; Teoria de transferência em análise de imagem; Ruído em imagens médicas; Figuras de mérito em avaliação de qualidade de imagem médica; Processamento de imagem como recurso para avaliação e melhoria da qualidade da imagem médica; Informações quantitativas em imagens médicas; Teoria de detecção de sinal; A influência da qualidade de imagens no diagnóstico médico.	"BUSHBERG, J. T.; et al. The essential of medical imaging. Philadelphiia, LWW, 2002. (01 exemplar na biblioteca).
WILLIAMS, E. K.; WAGNER, J.; Procedures and Documentation for Advanced Imaging: Mammography & Quality Management. New York: McGraw-Hill, 1999.
RANGAYYAN, R. M.; Biomedical Image Analysis. New York: CRC Press, 2005."	"Costaridou, L.; Medical image analysis methods. Boca Raton, USA: CRC Press, c2005. 
RUSS, J. C.; The Image Processing Handbook. New York: CRC Press, 2002. 
WOODS, Richard E.; Processamento digital de imagens. 3 ed. São Paulo: Pearson Prentice Hall, 2010. 624 p. ISBN 9788576054016. 
PEDRINI, H.; SCHWARTZ, W. R.; Análise de Imagens Digitais: Princípios, Algoritmos e Aplicações, Cengage Learning, 2007 - ISBN: 8522105952. 
DOUGHERTY, Geoff. Digital image processing for medical applications. Cambridge, UK: Cambridge University Press, c2009. xii, 447 p. ISBN 9780521860857."
ESZG035-17	Qualidade em Serviços	2-0-3	Qualidade em Sistemas	Tipologia dos Serviços. Papel dos serviços na economia. Serviços e Manufatura. Gestão estratégica dos serviços. Serviços emergentes na economia. Modelos de negócios em serviços. Organização do trabalho e da estrutura em serviços. Qualidade em serviços: conceito e ferramentas para mensuração da qualidade em serviços. Serviços compartilhados.	"FITZSIMMONS, JA; FITZSIMMONS, MJ. Administração de serviços: operações, estratégia e tecnologia da informação. 6. ed. Bookmann, 2010.
GIANESI, Irineu G. N.; CORRÊA, Henrique Luiz. Administração estratégica de serviços: operações para a satisfação do cliente. São Paulo: Atlas, 2012. 233 p. ISBN 8522411522.
JOHNSTON, R; CLARK, G. Administração de operações de serviço. São Paulo: Atlas, 2002."	"LOVELOCK, Christopher H.; WIRTZ, Jochen; HEMZO, Miguel Angelo. Marketing de serviços: pessoas, tecnologia e estratégia. 7. ed. São Paulo: Pearson, 2012. xiii, 530 p.
MARLY, M. M. et al. (org). GESTÃO DE SERVIÇOS: Casos brasileiros. São Paulo: Atlas, 2013.
MELLO, C. H. P.; ISO 9001: Sistema da gestão da qualidade para operações de produção e serviços. São Paulo: Atlas, 2002.
PALADINI, E. P. Gestão da qualidade – teoria e prática. São Paulo: Atlas, 2004."
ESTG016-17	Qualidade em Sistemas	4-0-5	Organização do Trabalho	Teoria geral dos sistemas; o conceito moderno de qualidade; perda zero; normas técnicas e procedimentos relacionados; principais ícones da qualidade; normas; as sete ferramentas da qualidade; análise de modos de falha; confiabilidade do produto; gerenciamento da qualidade.	"CARPINETTI, Luiz Cesar Ribeiro. Gestão da qualidade: conceitos e técnicas. 2. ed. São Paulo: Atlas, 2012.
CARVALHO, M. M.; PALADINI, E. P.; ROTONDARO, R. G.; SAMOHYL, R. W.; MIGUEL, P. A. C.; BOUER, G. FERREIRA, J. J. A. Gestão da Qualidade: Casos e Prática. Rio de Janeiro, Campus, 2005.
MONTGOMERY, D. C. Introdução ao Controle Estatístico da Qualidade - 4ª ed. Rio de Janeiro: LTC, 2004."	"SAMOHYL, ROBERT. Controle Estatístico da Qualidade. Campus, 2009.
TOLEDO, J.C.; BORRÁS, M.; MERGULHÃO, R.; MENDES, G. Qualidade – Gestão e Métodos. Rio de Janeiro, LTC - GEN, 2013.
BERSSANETI, F. T.; BOUER, G. Qualidade: Conceitos e aplicações em produtos, projetos e processos. São Paulo: Blücher, 2013.
FITZSIMMONS, JA; FITZSIMMONS, MJ. Administração de serviços: operações, estratégia e tecnologia da informação. 6.ed. Bookmann, 2010.
GIANESI, Irineu G. N.; CORRÊA, Henrique Luiz. Administração estratégica de serviços: operações para a satisfação do cliente. São Paulo: Atlas, 2012. 233 p. ISBN 8522411522."
ESZU016-17	Questões Ambientais Globais	2-0-4	Obrigatórias da Engenharia Ambiental e Urbana	Introdução à questão ambiental global: dimensões e controvérsias: biodiversidade, escassez da água, poluição atmosférica, risco nuclear, aquecimento global. Aspectos científicos do sistema climático e mudança do clima: parâmetros dos modelos de previsão e análise, fatores humanos, fatores naturais, ciclo de carbono. Vulnerabilidade dos sistemas sócio- econômicos e naturais diante da mudança do clima: cenários de mudança climática, inércias em ciclos naturais, inércias institucionais, impactos regionais. Opções de limitação da emissão de efeitos causadores da mudança do clima: fatores de mitigação, fatores de adaptação, tecnologias, cooperação e acordos internacionais.	"ARANTES, A. (Org.). Meio ambiente e desenvolvimento: em busca de um compromisso. São Paulo, SP : Fundação Maurício Grabois. 2010. 256 p.
HINRICHS, R.; KLEINBACH, M. Energia e meio ambiente. São Paulo: Cengage Learning, 2012. 724 p.
VEIGA, José Eli da. Aquecimento global: frias contendas científicas. São Paulo: SENAC, 2008."	"RACKLEY, S. A. Carbon capture and storage. Burlington, USA : Elsevier. 2010. 392 p.
RODRIGUES, R. R. Diretrizes para a conservação e restauração da biodiversidade no Estado de São Paulo. São Paulo, SP: Instituto de Botânica, 2008. 248 p.
SOUZA, R. P. et al. Aquecimento global e crédito de carbono : aspectos jurídicos e técnicos. São Paulo, SP: Quartier Latin. 2007. 310 p.
VALLERO, D. A.; Fundamentals of air pollution. 4 ed. Amsterdam: Elsevier, 2008.
VEIGA, J. E, da. Mundo em transe: do aquecimento global ao ecodesenvolvimento. Campinas: Autores Associados, 2009. 118p."
NHZ5014-15	Questões Atuais no Ensino de Ciências	2-0-2	Não há	A História da Ciência e sua relação com o ensino. A linguagem e sua relação com o ensino de ciências. As inovações tecnológicas e o ensino de ciências. Alfabetização Científica. A reflexão crítica e o ensino de ciências.	"NARDI, R. (org.) Questões atuais no ensino de Ciências: Tendências e inovações. São Paulo: Escrituras, 1998.
NARDI, R.; Bastos, F.; Diniz, R. E. Pesquisas em Ensino de Ciências: Contribuições para a Formação de Professores. São Paulo: Escrituras, 2004
CARVALHO, A. M. P.. (Org.). Ensino de ciências: unindo a pesquisa e a prática. 1a. ed. São Paulo: Thomson, v. Único, 2004."	"OLIVEIRA, J.R.S.; QUEIROZ, S.L. Comunicação e Linguagem Científica. São Paulo: Ed. Átomo, 2007.
NASCIMENTO, S.S.; PLANTIN. Argumentação e Ensino de Ciências. Curitiba: Ed. CRV, 2009.
PERRENOUD, P. A Prática Reflexiva no Ofício de Professor. Porto Alegre: Artmed, 2002.
MRECH, L. M. Psicanálise e Educação – novos operadores de leitura. São Paulo: Ed. Pioneira, 1999
CACHAPUZ, A.; GIL-PÉREZ, D.; CARVALHO, A.M.P; VILCHES, A. (orgs). A
Necessária Renovação do Ensino das Ciências. São Paulo: Cortez Editora, 2005.
CARVALHO, A. M. P., et al. Ensino de Ciências: unindo a pesquisa e a prática. São Paulo: Editora Thompson, 2004."
ESHC039-17	Questões Metodológicas em Economia	4-0-3	Bases Epistemológicas da Ciência Moderna; Econometria I; Macroeconomia I; Microeconomia I; Pensamento Econômico	Fundamentos da metodologia científica. A construção do conhecimento científico e a afirmação de teorias: a “visão recebida” e as respostas de Karl Popper, Thomas Kuhn e Imre Lakatos. Trabalhos clássicos da metodologia da economia, de John Stuart Mill a Milton Friedman. O papel da retórica na Economia. Ortodoxia, heterodoxia e mainstream. O papel da formalização e da econometria em economia. Valores e ideologia em economia. 	"BACKHOUSE, R. (org.). New Directions in Economic Methodology.Routledge, 1994. 
GANEM, A.; FREITAS, F.; MALTA. M. (orgs.). Economia e Filosofia. Ed; UFRJ, 2012.
GALA, Paulo; REGO, José Márcio (Eds.), A História do Pensamento Econômico como Teoria e Retórica. SP: Ed. 34. 
KUHN, T. S. A Estrutura das Revoluções Científicas. São Paulo: Perspectiva, 1976. "	"BLAUG, M. Metodologia da economia: ou como os economistas explicam. São Paulo: Edusp, 1993. 
BOUMANS, M; DAVIS, J. Economic Methodology – Understanding economics as a science. Houndmills (UK): Palgrave-MacMillan, 2010.
HAUSMAN, D. (org.). Philosophy of Economics: an Anthology. Cambridge University Press, 1994.
MCCLOSKEY, D. N. The Rhetoric of Economics. The University of Wisconsin Press, 1985.
PAULANI, Leda. Modernidade e discurso econômico. São Paulo: Boitempo, 2005. "
ESZU037-17	Química Ambiental	2-0-4	Não há	Introdução à Química Ambiental. Ciclos Biogeoquímicos. A química das águas naturais. Purificação de águas poluídas: a contaminação de águas subterrâneas, a contaminação de águas superficiais por fosfatos, o tratamento de águas residuais e de esgoto. A química do ar: a camada de ozônio. O efeito estufa e o aquecimento global. O uso da energia e emissões de CO2, trocas gasosa água-atmosférica, chuva ácida. A química dos solos: contaminação e remediação de solos contaminados. Educação ambiental.	"BAIRD, Colin; Química Ambiental. 2 ed. Porto Alegre: Bookman, 2002. 622 p. ISBN 9788536300023.
MANAHAN, S. E.; Fundamentals of Environmental Chemistry. 2nd ed., CRC, 2000.
ROCHA, Julio Cesar; ROSA, André Henrique; CARDOSO, Arnaldo Alves; Introdução à Química Ambiental. Porto Alegre: Bookman, 2004. 154 p. ISBN 97898536304679."	"ACSELRAD, Henri [org.]. Conflitos ambientais no Brasil. Rio de Janeiro: Fundação Henrich Böll, 2004. 294 p. ISBN 8573163585.
BAETA, Anna Maria Bianchini (org.); SOFFIATI, Arthur; LOUREIRO, Carlos Frederico B. [et al.]. Educação ambiental: repensando o espaço da cidadania. 3.ed. São Paulo: Cortez, 2005. 255 p. ISBN 852490851-3.
HITES, Ronald A.; ELEMENTS OF ENVIRONMENTAL CHEMISTRY. John Wiley & Sons, Inc., Hoboken, New Jersey, 2007. 204 p. ISBN 978-0-471-99815-0
MARTINS, Rodrigo Constante; VALENCIO, Norma Felicidade Lopes da Silva (org.). Uso e gestão dos recursos hídricos no Brasil: desafios teóricos e político-institucionais. São Carlos: Rima, 2003. v. 2. 293 p. ISBN 858655283-6.
MCDOUGALL, Forbes R; WHITE, P.; Integrated solid waste management: a life cycle inventory. 2ª ed. Oxford, UK: Blackwell Science, 2001. xxvii, 513 p. Inclui referências bibliográficas (p. 491-506) e índice. ISBN 0632058897."
NHT4051-15	Química Analítica Clássica I	3-3-6	Não há	A disciplina deve fornecer ao discente os fundamentos básicos de química analítica para a compreensão da importância dessa área nas ciências química e afins e de fenômenos envolvendo os diferentes tipos de equilíbrios químicos. Os principais tópicos abordados são: introdução à química analítica, conceitos fundamentais de equilíbrio iônico, eletrólitos fortes e fracos, teoria de ionização de eletrólitos e lei da diluição de Ostwald. Conceitos fundamentais de equilíbrios ácido-base, sistemas tampão e hidrólise de sais. Conceitos fundamentais de equilíbrios de solubilidade, de equilíbrios de complexação e de equilíbrios de óxido-redução. Aplicação destes conceitos à análise química, principalmente na verificação da sensibilidade e seletividade das reações analíticas, na separação e classificação de cátions e ânions. Técnicas de análise qualitativa envolvendo a separação e reconhecimento de cátions e ânions.	"BACCAN, N.; GODINHO, O.E.S.; ALEIXO, L.M.; STEIN, E. Introdução a Semimicroanálise Qualitativa. 1a ed. Campinas: UNICAMP, 1997. 308 p.
SKOOG, D.A. et al. Fundamentos de Química Analítica. 1a ed. São Paulo: Thomson. 2006. 999 p.
VOGEL, A.I. Química Analítica Qualitativa. 5a ed. São Paulo: Mestre Jou, 1981. 665 p."	"ATKINS, P. W; JONES, L. Princípios de química: questionando a vida moderna e o meio ambiente. 3 ed. Porto Alegre: Bookman, 2006. 965 p.
CHRISTIAN, G.D.. Analytical chemistry. 6a ed.. Hoboken, NJ: Wiley, 2004. 828 p.
FIFIELD, F. W; KEALEY, D. Principles and practice of analytical chemistry. Malden, MA: Blackwell Science, 2000. 562 p.
MARTI, F.B; JIMENO, S.A. Quimica analitica cualitativa. 18a ed. Madri: Thomson, 2008.
WISMER, R.K. Qualitative Analysis with Ionic Equilibrium. 2a ed. Nova York: Macmiliam Publishing Co. 1991."
